Frame,RawScore,EmaScore,PersonDetected
556,0.004375,0.00325698441952836,0
561,0.004375,0.00359238909366985,0
566,0.00463541666666667,0.0039052973655689,0
571,0.00505208333333333,0.00424933315589823,0
576,0.00635416666666667,0.00488078320912876,0
581,0.00614583333333333,0.00526029824639013,0
586,0.00526041666666667,0.00526033377247309,0
591,0.00651041666666667,0.00563535864073116,0
596,0.00479166666666667,0.00538225104851181,0
601,0.00432291666666667,0.00506445073395827,0
606,0.006875,0.00560761551377079,0
611,0.00869791666666667,0.00653470585963955,0
616,0.00703125,0.00668366910174769,0
621,0.005625,0.00636606837122338,0
626,0.00713541666666667,0.00659687285985637,0
631,0.00614583333333333,0.00646156100189945,0
636,0.0034375,0.00555434270132962,0
641,0.03140625,0.0133099148909307,0
646,0.0172395833333333,0.0144888154236515,0
651,0.00625,0.0120171707965561,0
656,0.00552083333333333,0.0100682695575892,0
661,0.00223958333333333,0.00771966369031247,0
666,0.0025,0.00615376458321873,0
671,0.00270833333333333,0.00512013520825311,0
676,0.00286458333333333,0.00444346964577718,0
681,0.00338541666666667,0.00412605375204402,0
686,0.00333333333333333,0.00388823762643082,0
691,0.00510416666666667,0.00425301633850157,0
696,0.00979166666666667,0.0059146114369511,0
701,0.0103125,0.00723397800586577,0
706,0.00442708333333333,0.00639190960410604,0
711,0.00802083333333333,0.00688058672287423,0
716,0.00916666666666667,0.00756641070601196,0
721,0.00458333333333333,0.00667148749420837,0
726,0.00317708333333333,0.00562316624594586,0
731,0.00536458333333333,0.0055455913721621,0
736,0.00859375,0.00646003896051347,0
741,0.00901041666666667,0.00722515227235943,0
746,0.00880208333333333,0.0076982315906516,0
751,0.00640625,0.00731063711345612,0
756,0.00390625,0.00628932097941928,0
761,0.0059375,0.0061837746855935,0
766,0.00760416666666667,0.00660989227991545,0
771,0.00901041666666667,0.00733004959594081,0
776,0.00786458333333333,0.00749040971715857,0
781,0.00890625,0.007915161802011,0
786,0.0078125,0.0078843632614077,0
791,0.00807291666666667,0.00794092928298539,0
796,0.00786458333333333,0.00791802549808977,0
801,0.00739583333333333,0.00776136784866284,0
806,0.00984375,0.00838608249406399,0
811,0.00734375,0.00807338274584479,0
816,0.0140625,0.00987011792209135,0
821,0.01125,0.0102840825454639,0
826,0.01671875,0.0122144827818248,0
831,0.01609375,0.0133782629472773,0
836,0.01640625,0.0142866590630941,0
841,0.01578125,0.0147350363441659,0
846,0.01421875,0.0145801504409161,0
851,0.0138020833333333,0.0143467303086413,0
856,0.0125,0.0137927112160489,0
861,0.0132291666666667,0.0136236478512342,0
866,0.0130208333333333,0.013442803495864,0
871,0.0101041666666667,0.0124412124471048,0
876,0.0149479166666667,0.0131932237129733,0
881,0.011875,0.0127977565990813,0
886,0.0141145833333333,0.0131928046193569,0
891,0.01546875,0.0138755882335499,0
896,0.0196875,0.0156191617634849,0
901,0.02328125,0.0179177882344394,0
906,0.0203645833333333,0.0186518267641076,0
911,0.0206770833333333,0.0192594037348753,0
916,0.0247916666666667,0.0209190826144127,1
921,0.02171875,0.0211589828300889,1
926,0.02515625,0.0223581629810622,1
931,0.0271875,0.0238069640867436,1
936,0.0258854166666667,0.0244304998607205,1
941,0.02234375,0.0238044749025043,1
946,0.02796875,0.025053757431753,1
951,0.0275520833333333,0.0258032552022271,1
956,0.02375,0.025187278641559,1
961,0.0264583333333333,0.0255685950490913,1
966,0.0216145833333333,0.0243823915343639,1
971,0.0217708333333333,0.0235989240740547,1
976,0.0267708333333333,0.0245504968518383,1
981,0.0244791666666667,0.0245290977962868,1
986,0.0169270833333333,0.0222484934574008,1
991,0.016875,0.0206364454201805,1
996,0.015,0.0189455117941264,0
